Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,F8WGX5;Q6PNC0,F8WGX5;Q6PNC0,-1.704494695,1.704494695,0.011590631,0.002444971,7,F8WGX5;Q6PNC0,Dmxl1,DmX-like protein 1,F8WGX5_MOUSE;DMXL1_MOUSE,2,-69.31713076,0.306828692,Injured,Non-injured,;RAVE complex,;molecular_function,";vacuolar acidification,vacuolar proton-transporting V-type ATPase complex assembly",
Injured / Non-injured,P52480-2,P52480-2,-0.394692634,0.394692634,0.011639829,0.002454375,16,P52480-2,Pkm,Isoform M1 of Pyruvate kinase PKM,KPYM_MOUSE,3,-23.93485842,0.760651416,Injured,Non-injured,,,,
Injured / Non-injured,Q8VE47,Q8VE47,-2.196092705,2.196092705,0.011778395,0.002482609,16,Q8VE47,Uba5,Ubiquitin-like modifier-activating enzyme 5,UBA5_MOUSE,6,-78.17721256,0.218227874,Injured,Non-injured,"nucleus,cytoplasm,cytosol,intracellular membrane-bounded organelle","ATP binding,metal ion binding,UFM1 activating enzyme activity","regulation of intracellular estrogen receptor signaling pathway,response to endoplasmic reticulum stress,protein ufmylation,protein K69-linked ufmylation",
Injured / Non-injured,E9QB02;Q68FL6,E9QB02;Q68FL6,0.243129403,0.243129403,0.011826018,0.00249166,16,E9QB02;Q68FL6,Mars,"Methionine--tRNA ligase, cytoplasmic;Methionine--tRNA ligase, cytoplasmic",E9QB02_MOUSE;SYMC_MOUSE,21,18.35571763,1.183557176,Injured,Non-injured,";nucleolus,cytoplasm,mitochondrion,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex,extracellular exosome",";tRNA binding,methionine-tRNA ligase activity,ATP binding",";methionyl-tRNA aminoacylation,cellular response to starvation,rRNA transcription,cellular response to insulin stimulus,cellular response to platelet-derived growth factor stimulus,cellular response to epidermal growth factor stimulus,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter",
Injured / Non-injured,Q8K4Q8,Q8K4Q8,1.247121327,1.247121327,0.011907775,0.002507892,16,Q8K4Q8,Colec12,Collectin-12,COL12_MOUSE,7,137.3673208,2.373673208,Injured,Non-injured,"collagen trimer,integral component of membrane,extracellular exosome","signaling pattern recognition receptor activity,low-density lipoprotein particle binding,carbohydrate binding,metal ion binding","phagocytosis, recognition,immune response,toll-like receptor 3 signaling pathway,positive regulation of cell adhesion molecule production,cellular response to exogenous dsRNA",
Injured / Non-injured,B9EKJ3;Q80TL7;Q80TL7-2,B9EKJ3;Q80TL7;Q80TL7-2,0.518724042,0.518724042,0.011922507,0.002510001,15,B9EKJ3;Q80TL7;Q80TL7-2,Mon2,Mon2 protein;Protein MON2 homolog;Isoform 2 of Protein MON2 homolog,B9EKJ3_MOUSE;MON2_MOUSE;MON2_MOUSE,4,43.26875806,1.432687581,Injured,Non-injured,";cytosol,extracellular exosome;",;;,";Golgi to endosome transport,protein transport;",
Injured / Non-injured,E9PY90;E9Q3S2;H3BJS0;H3BK44;H3BK48;H3BKH2;Q8R311;Q91ZV0,E9PY90;E9Q3S2;H3BJS0;H3BK44;H3BK48;H3BKH2;Q8R311;Q91ZV0,-0.594435372,0.594435372,0.011944821,0.002513704,14,E9PY90;E9Q3S2;H3BJS0;H3BK44;H3BK48;H3BKH2;Q8R311;Q91ZV0,Mia2;Mia2;Mia2;Mia2;Mia2;Mia2;Ctage5;Mia2,cTAGE family member 5;cTAGE family member 5;cTAGE family member 5;cTAGE family member 5;cTAGE family member 5;cTAGE family member 5;cTAGE family member 5;Melanoma inhibitory activity protein 2,E9PY90_MOUSE;E9Q3S2_MOUSE;H3BJS0_MOUSE;H3BK44_MOUSE;H3BK48_MOUSE;H3BKH2_MOUSE;CTGE5_MOUSE;MIA2_MOUSE,5,-33.76963897,0.66230361,Injured,Non-injured,";;;;;;endoplasmic reticulum membrane,integral component of membrane,endoplasmic reticulum exit site;endoplasmic reticulum membrane,integral component of membrane,endoplasmic reticulum exit site",";;;;;;;molecular_function,lipoprotein transporter activity",";;;;;;ER to Golgi vesicle-mediated transport,protein exit from endoplasmic reticulum,cargo loading into vesicle,protein localization to endoplasmic reticulum exit site;cholesterol homeostasis,lipoprotein transport,triglyceride homeostasis",
Injured / Non-injured,E9Q6U4;Q3UWL8,E9Q6U4;Q3UWL8,0.869970844,0.869970844,0.011964399,0.002516829,16,E9Q6U4;Q3UWL8,Pfdn4,Prefoldin subunit 4,E9Q6U4_MOUSE;Q3UWL8_MOUSE,3,82.76259643,1.827625964,Injured,Non-injured,";nucleus,cytoplasm,mitochondrion,prefoldin complex",";unfolded protein binding,chaperone binding",;protein folding,
Injured / Non-injured,D3YWT1;D3Z3N4,D3YWT1;D3Z3N4,0.417534566,0.417534566,0.012017565,0.002527014,16,D3YWT1;D3Z3N4,Hnrnph3,"MCG11326, isoform CRA_b;MCG11326, isoform CRA_a",D3YWT1_MOUSE;D3Z3N4_MOUSE,4,33.56431113,1.335643111,Injured,Non-injured,";nucleus,nucleoplasm",;RNA binding,";biological_process,epithelial cell differentiation",
Injured / Non-injured,Q8CAY6,Q8CAY6,-0.526986006,0.526986006,0.01212202,0.002547971,16,Q8CAY6,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",THIC_MOUSE,16,-30.59969088,0.694003091,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,mitochondrion,cytosol,extracellular exosome",acetyl-CoA C-acetyltransferase activity,"fatty acid beta-oxidation,positive regulation of intestinal cholesterol absorption",
Injured / Non-injured,Q9D892,Q9D892,0.364802662,0.364802662,0.012138084,0.00255034,16,Q9D892,Itpa,Inosine triphosphate pyrophosphatase,ITPA_MOUSE,10,28.77054798,1.28770548,Injured,Non-injured,"cytoplasm,cytosol","nucleotide binding,NADH pyrophosphatase activity,dITP diphosphatase activity,ITP diphosphatase activity,XTP diphosphatase activity,identical protein binding,metal ion binding,nucleoside-triphosphate diphosphatase activity","ITP catabolic process,chromosome organization",
Injured / Non-injured,A0A0A6YVR9;P09925,A0A0A6YVR9;P09925,-1.908783605,1.908783605,0.012199403,0.002562011,16,A0A0A6YVR9;P09925,Surf1,SURF1-like protein (Fragment);Surfeit locus protein 1,A0A0A6YVR9_MOUSE;SURF1_MOUSE,4,-73.36830063,0.266316994,Injured,Non-injured,";mitochondrion,mitochondrial inner membrane,integral component of membrane",;cytochrome-c oxidase activity,";oxidative phosphorylation,ATP biosynthetic process,mitochondrial respiratory chain complex IV assembly,hydrogen ion transmembrane transport",
Injured / Non-injured,P49962,P49962,0.481970104,0.481970104,0.012203264,0.002562011,16,P49962,Srp9,Signal recognition particle 9 kDa protein,SRP09_MOUSE,4,39.66495903,1.39664959,Injured,Non-injured,"signal recognition particle receptor complex,signal recognition particle, endoplasmic reticulum targeting,extracellular exosome","signal recognition particle binding,7S RNA binding","SRP-dependent cotranslational protein targeting to membrane, translocation,negative regulation of translational elongation",
Injured / Non-injured,A2AQ41;A2AQ42;A2AQ43;A2AQ44;A2AQ45;Q80TY0;Q80TY0-2;Q80TY0-3,A2AQ41;A2AQ42;A2AQ43;A2AQ44;A2AQ45;Q80TY0;Q80TY0-2;Q80TY0-3,0.861902568,0.861902568,0.012231737,0.002566976,16,A2AQ41;A2AQ42;A2AQ43;A2AQ44;A2AQ45;Q80TY0;Q80TY0-2;Q80TY0-3,Fnbp1,Formin-binding protein 1;Formin-binding protein 1;Formin-binding protein 1;Formin-binding protein 1;Formin-binding protein 1;Formin-binding protein 1;Isoform 2 of Formin-binding protein 1;Isoform 3 of Formin-binding protein 1,A2AQ41_MOUSE;A2AQ42_MOUSE;A2AQ43_MOUSE;A2AQ44_MOUSE;A2AQ45_MOUSE;FNBP1_MOUSE;FNBP1_MOUSE;FNBP1_MOUSE,4,81.74334887,1.817433489,Injured,Non-injured,";;;;;lysosome,cytoskeleton,plasma membrane,clathrin-coated pit,cell cortex,cytoplasmic vesicle;;",";;;;;lipid binding,identical protein binding;;",;;;;;endocytosis;;,
Injured / Non-injured,Q3UFY8,Q3UFY8,-0.49931002,0.49931002,0.012253851,0.002570603,16,Q3UFY8,Trmt10c,Mitochondrial ribonuclease P protein 1,MRRP1_MOUSE,4,-29.25549587,0.707445041,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial nucleoid","RNA binding,tRNA (guanine-N1-)-methyltransferase activity,tRNA (adenine-N1-)-methyltransferase activity","mitochondrial RNA 5'-end processing,tRNA methylation,positive regulation of mitochondrial translation,mitochondrial tRNA processing",
Injured / Non-injured,E9PUW7;Q9EPK7;Q9EPK7-2,E9PUW7;Q9EPK7;Q9EPK7-2,0.589606169,0.589606169,0.012369723,0.002593888,16,E9PUW7;Q9EPK7;Q9EPK7-2,Xpo7,Exportin-7;Exportin-7;Isoform 2 of Exportin-7,E9PUW7_MOUSE;XPO7_MOUSE;XPO7_MOUSE,6,50.48358969,1.504835897,Injured,Non-injured,";nucleus,nuclear pore,cytoplasm;",";nuclear export signal receptor activity,protein binding,Ran GTPase binding;",";protein export from nucleus,nucleocytoplasmic transport,mRNA transport;",
Injured / Non-injured,O54983,O54983,-0.468035416,0.468035416,0.012385875,0.002596251,16,O54983,Crym,Ketimine reductase mu-crystallin,CRYM_MOUSE,6,-27.70516005,0.7229484,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,cytosol,extracellular exosome","transcription corepressor activity,oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor,hormone binding,protein homodimerization activity,thiomorpholine-carboxylate dehydrogenase activity,NADP binding,thyroid hormone binding","negative regulation of transcription from RNA polymerase II promoter,sensory perception of sound,thyroid hormone metabolic process,oxidation-reduction process,thyroid hormone transport",
Injured / Non-injured,Q3UMU9;Q3UMU9-2;Q3UMU9-3;Q3UMU9-4,Q3UMU9;Q3UMU9-2;Q3UMU9-3;Q3UMU9-4,0.267008041,0.267008041,0.012427769,0.002604007,16,Q3UMU9;Q3UMU9-2;Q3UMU9-3;Q3UMU9-4,Hdgfrp2,Hepatoma-derived growth factor-related protein 2;Isoform 2 of Hepatoma-derived growth factor-related protein 2;Isoform 3 of Hepatoma-derived growth factor-related protein 2;Isoform 4 of Hepatoma-derived growth factor-related protein 2,HDGR2_MOUSE,5,20.33097328,1.203309733,Injured,Non-injured,nucleus;;;,"chromatin binding,protein binding;;;",positive regulation of cell growth;;;,
Injured / Non-injured,Q6S9I0,Q6S9I0,2.59208096,2.59208096,0.01244171,0.002605902,16,Q6S9I0,Kng2,Kng2 protein,Q6S9I0_MOUSE,5,502.9677997,6.029677997,Injured,Non-injured,,,,
Injured / Non-injured,Q9CZH3,Q9CZH3,0.520872904,0.520872904,0.012448514,0.0026063,12,Q9CZH3,Psmg3,Proteasome assembly chaperone 3,PSMG3_MOUSE,2,43.48231264,1.434823126,Injured,Non-injured,proteasome complex,molecular_function,biological_process,
Injured / Non-injured,Q6ZWY3,Q6ZWY3,0.346865278,0.346865278,0.012482784,0.002612447,16,Q6ZWY3,Rps27l,40S ribosomal protein S27-like,RS27L_MOUSE,3,27.17942386,1.271794239,Injured,Non-injured,"nucleus,cytosolic small ribosomal subunit","RNA binding,structural constituent of ribosome,translation activator activity,cysteine-type endopeptidase activator activity involved in apoptotic process,metal ion binding","ribosomal small subunit assembly,DNA repair,translation,activation of cysteine-type endopeptidase activity involved in apoptotic process,DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,mitotic G1 DNA damage checkpoint,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,positive regulation of translation",
Injured / Non-injured,Q9CPW2,Q9CPW2,-0.57480457,0.57480457,0.012562615,0.002628121,16,Q9CPW2,Fdx2,"Ferredoxin-2, mitochondrial",FDX2_MOUSE,2,-32.8622809,0.671377191,Injured,Non-injured,"mitochondrion,mitochondrial matrix","electron carrier activity,metal ion binding,2 iron, 2 sulfur cluster binding","biological_process,oxidation-reduction process",
Injured / Non-injured,Q8BHC4,Q8BHC4,1.097811972,1.097811972,0.012593882,0.002633626,16,Q8BHC4,Dcakd,Dephospho-CoA kinase domain-containing protein,DCAKD_MOUSE,2,114.0298431,2.140298431,Injured,Non-injured,"mitochondrion,membrane","dephospho-CoA kinase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation",
Injured / Non-injured,Q9ESP1,Q9ESP1,0.984096829,0.984096829,0.01260261,0.002634416,16,Q9ESP1,Sdf2l1,Stromal cell-derived factor 2-like protein 1,SDF2L_MOUSE,2,97.80745901,1.97807459,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum membrane,membrane,endoplasmic reticulum chaperone complex","dolichyl-phosphate-mannose-protein mannosyltransferase activity,chaperone binding,ATPase binding,misfolded protein binding","response to endoplasmic reticulum stress,protein O-linked mannosylation,regulation of apoptotic process,cellular response to misfolded protein,ER-associated misfolded protein catabolic process",
Injured / Non-injured,Q3TJZ6,Q3TJZ6,0.362828613,0.362828613,0.012698187,0.002652311,16,Q3TJZ6,Fam98a,Protein FAM98A,FA98A_MOUSE,4,28.59447089,1.285944709,Injured,Non-injured,tRNA-splicing ligase complex,"RNA binding,protein binding,protein methyltransferase activity","protein methylation,positive regulation of cell proliferation,positive regulation of gene expression,lysosome localization,positive regulation of ruffle assembly",
Injured / Non-injured,Q5EG47,Q5EG47,1.143881454,1.143881454,0.012695611,0.002652311,16,Q5EG47,Prkaa1,5'-AMP-activated protein kinase catalytic subunit alpha-1,AAPK1_MOUSE,4,120.9747388,2.209747388,Injured,Non-injured,"intracellular,nucleus,cytoplasm,cytosol,apical plasma membrane,nuclear speck,nucleotide-activated protein kinase complex","chromatin binding,protein kinase activity,AMP-activated protein kinase activity,protein binding,ATP binding,protein C-terminus binding,kinase binding,histone serine kinase activity,metal ion binding,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,tau-protein kinase activity,[acetyl-CoA carboxylase] kinase activity","glucose metabolic process,transcription, DNA-templated,regulation of transcription, DNA-templated,protein phosphorylation,fatty acid biosynthetic process,cholesterol biosynthetic process,autophagy,positive regulation of cell proliferation,lipid biosynthetic process,response to UV,cold acclimation,response to gamma radiation,positive regulation of autophagy,positive regulation of gene expression,response to activity,Wnt signaling pathway,fatty acid oxidation,response to caffeine,cellular response to nutrient levels,negative regulation of TOR signaling,regulation of peptidyl-serine phosphorylation,histone-serine phosphorylation,cellular response to glucose starvation,response to hydrogen peroxide,glucose homeostasis,regulation of circadian rhythm,negative regulation of apoptotic process,positive regulation of glycolytic process,rhythmic process,positive regulation of skeletal muscle tissue development,negative regulation of lipid catabolic process,protein heterooligomerization,fatty acid homeostasis,regulation of vesicle-mediated transport,CAMKK-AMPK signaling cascade,cellular response to hydrogen peroxide,cellular response to ethanol,cellular response to prostaglandin E stimulus,cellular response to organonitrogen compound,cellular response to hypoxia,response to camptothecin,regulation of energy homeostasis,negative regulation of glucose import in response to insulin stimulus",
Injured / Non-injured,Q923D2,Q923D2,-0.491350596,0.491350596,0.012782546,0.002668883,16,Q923D2,Blvrb,Flavin reductase (NADPH),BLVRB_MOUSE,12,-28.86411609,0.711358839,Injured,Non-injured,"nucleoplasm,cytosol,plasma membrane,terminal bouton,extracellular exosome","biliverdin reductase activity,riboflavin reductase (NADPH) activity","heme catabolic process,oxidation-reduction process",
Injured / Non-injured,Q810A7,Q810A7,0.680904034,0.680904034,0.012842967,0.002680447,16,Q810A7,Ddx42,ATP-dependent RNA helicase DDX42,DDX42_MOUSE,8,60.3144016,1.603144016,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,cytosol,Cajal body,membrane,nuclear speck","RNA binding,ATP-dependent RNA helicase activity,ATP binding","protein localization,RNA secondary structure unwinding,regulation of apoptotic process",
Injured / Non-injured,P62331,P62331,0.366316625,0.366316625,0.01304505,0.002721556,16,P62331,Arf6,ADP-ribosylation factor 6,ARF6_MOUSE,6,28.90575059,1.289057506,Injured,Non-injured,"ruffle,cytoplasm,endosome,early endosome,Golgi apparatus,cytosol,plasma membrane,focal adhesion,cell cortex,membrane,endocytic vesicle,filopodium membrane,cleavage furrow,myelin sheath,recycling endosome membrane,extracellular exosome,Flemming body","GTPase activity,protein binding,GTP binding,thioesterase binding,protein N-terminus binding","liver development,cell cycle,small GTPase mediated signal transduction,protein transport,vesicle-mediated transport,positive regulation of actin filament polymerization,cortical actin cytoskeleton organization,ruffle organization,myeloid cell apoptotic process,regulation of toll-like receptor 4 signaling pathway,protein localization to cell surface,regulation of Rac protein signal transduction,protein localization to endosome,cell division,regulation of filopodium assembly,regulation of dendritic spine development,establishment of epithelial cell polarity,hepatocyte apoptotic process,positive regulation of protein localization to plasma membrane,negative regulation of dendrite development",
Injured / Non-injured,A0A140T8N9,A0A140T8N9,2.242496179,2.242496179,0.013070265,0.002725747,14,A0A140T8N9,Igkv6-32,Protein Igkv6-32 (Fragment),A0A140T8N9_MOUSE,2,373.2151226,4.732151226,Injured,Non-injured,,,,
